"","year_start","month_start","year_end","month_end","permno","n_obs","R2_long","R2_short","tau_pi_R"
"5668",1961,12,1980,12,21135,20,0.109979591114213,0.0771652213134873,0.0355582283617777
"5669",1962,12,1981,12,21135,20,0.105313918580981,0.0721836541477442,0.0357077826677052
"5670",1963,12,1982,12,21135,20,0.105510170846534,0.0752964640406544,0.032673938868995
"5671",1964,12,1983,12,21135,20,0.122694678590757,0.0998414385645956,0.0253880160732116
"5672",1965,12,1984,12,21135,20,0.128732363909886,0.082383868518473,0.0505096780683029
"5673",1966,12,1985,12,21135,20,0.174813695772297,0.122043092995156,0.0601061422902502
"5674",1967,12,1986,12,21135,20,0.133085053836225,0.00854948845028179,0.125609462030822
"5675",1968,12,1987,12,21135,20,0.130445521486881,0.00853625100346065,0.122958878331966
"5676",1969,12,1988,12,21135,20,0.0905997820913005,0.00197846860698184,0.0887969955524134
"5677",1970,12,1989,12,21135,20,0.117902555584128,0.0000193378856751433,0.117885497354723
"5678",1971,12,1990,12,21135,20,0.115701500075965,0.0000796397938802736,0.115631069116595
"5679",1972,12,1991,12,21135,20,0.143210440258268,0.0000291960569163687,0.14318542465116
"5680",1973,12,1992,12,21135,20,0.137535891911665,0.0000404842907883922,0.137500974250302
"5681",1974,12,1993,12,21135,20,0.232161310115429,0.0121733786040109,0.222698929899796
"5682",1975,12,1994,12,21135,20,0.271431377708486,0.0217419393054842,0.255238825454435
"5683",1976,12,1995,12,21135,20,0.264360942307508,0.0318196557585616,0.240183854105343
"5684",1977,12,1996,12,21135,20,0.280082570005152,0.0618078691936222,0.232654584966431
"5685",1978,12,1997,12,21135,20,0.279973038908041,0.0680469798031204,0.227399938100045
"5686",1979,12,1998,12,21135,20,0.288278417933468,0.0762699167419905,0.229513474806104
"5687",1980,12,1999,12,21135,20,0.267745673713139,0.0762001121429673,0.207345296408842
"5688",1981,12,2000,12,21135,20,0.276508648332002,0.0874985908238262,0.20713398972043
"5689",1982,12,2001,12,21135,20,0.280139817203831,0.0386657323259204,0.2511863906216
"5690",1983,12,2002,12,21135,20,0.30106263922819,0.0323008181816028,0.277732818314012
"5691",1984,12,2003,12,21135,20,0.263910948514217,0.0453804313775338,0.228918958210785
"5692",1985,12,2004,12,21135,20,0.217952074201797,0.0596489009331146,0.168344752747954
"5693",1986,12,2005,12,21135,20,0.189612034249353,0.0986383594546528,0.100929161728759
"5694",1987,12,2006,12,21135,20,0.0955003485695125,0.0176126835336907,0.0792840702748355
"5695",1988,12,2007,12,21135,20,0.125703292108038,0.0138336983909952,0.113438872870143
"5696",1989,12,2008,12,21135,20,0.411392704152067,0.00558207420404408,0.408088610855644
"5697",1990,12,2009,12,21135,20,0.295725057273043,0.0245282340853478,0.27801606634243
"5698",1991,12,2010,12,21135,20,0.414624383846663,0.10437741862651,0.346403687973533
"5699",1992,12,2011,12,21135,20,0.520854934069194,0.158833591354177,0.430380170907951
"5700",1993,12,2012,12,21135,20,0.344993032815822,0.122075145814541,0.253914541704261
"5701",1994,12,2013,12,21135,20,0.403960348681583,0.239033854640566,0.216733024257098
"5702",1995,12,2014,12,21135,20,0.394437438188179,0.231911859639632,0.211597562842584
"5703",1996,12,2015,12,21135,20,0.347008067073292,0.197716653529428,0.186083151545687
"5704",1997,12,2016,12,21135,20,0.339743944975337,0.190669251318352,0.184195020268066
"5705",1960,12,1979,12,21143,20,0.45911303141517,0.080862125915563,0.411527928686854
"5706",1961,12,1980,12,21143,20,0.428484105010965,0.035461291340671,0.40747230789377
"5707",1962,12,1981,12,21143,20,0.442144162118427,0.0311802616257453,0.424190263900184
"5708",1963,12,1982,12,21143,20,0.467483299583758,0.0164276851883647,0.458589172959566
"5709",1964,12,1983,12,21143,20,0.469022556549476,0.02007803418933,0.458143135906483
"5710",1965,12,1984,12,21143,20,0.477972529219019,0.0270492158832636,0.463459530221883
"5711",1966,12,1985,12,21143,20,0.459013910693755,0.0248254379346108,0.445241795314622
"5712",1967,12,1986,12,21143,20,0.449206528051219,0.0249589851638047,0.435107381568648
"5713",1968,12,1987,12,21143,20,0.470247303458427,0.035684209364614,0.450643967789307
"5714",1969,12,1988,12,21143,20,0.500828348282614,0.0310425228961926,0.484836369487132
"5715",1970,12,1989,12,21143,20,0.42972342080139,0.0194182668099233,0.418430346093275
"5716",1971,12,1990,12,21143,20,0.358203038778925,0.065454210044903,0.313252525323652
"5717",1972,12,1991,12,21143,20,0.354981708682702,0.0578032221925554,0.315410213120979
"5718",1973,12,1992,12,21143,20,0.306635900281661,0.0674806766801509,0.256461413314307
"5719",1974,12,1993,12,21143,20,0.305223187660497,0.0674442404526056,0.254975581645965
"5720",1975,12,1994,12,21143,20,0.391319586584187,0.0565735260813634,0.354819447786339
"5721",1976,12,1995,12,21143,20,0.305368840045468,0.0544866106891003,0.265339689731113
"5722",1977,12,1996,12,21143,20,0.29405121877029,0.0492482493627874,0.257483585219202
"5723",1978,12,1997,12,21143,20,0.283591264205338,0.0928021492240662,0.210305960070439
"5724",1979,12,1998,12,21143,20,0.249059639033908,0.0705385544024267,0.192069381120704
"5725",1960,12,1979,12,21178,20,0.229588941840143,0.0200633250675128,0.213815465970866
"5726",1961,12,1980,12,21178,20,0.0860657348015515,0.0373564616649918,0.0505994910855658
"5727",1962,12,1981,12,21178,20,0.16311972491841,0.102242030764583,0.0678108089707898
"5728",1963,12,1982,12,21178,20,0.111386493629853,0.067088248179252,0.0474838540345805
"5729",1964,12,1983,12,21178,20,0.109509904149523,0.0664752857617308,0.0460990670428129
"5730",1965,12,1984,12,21178,20,0.110258389870983,0.0688744089461244,0.0444451117254971
"5731",1966,12,1985,12,21178,20,0.114147911957029,0.0703362137637561,0.047126390036816
"5732",1967,12,1986,12,21178,20,0.116860412087206,0.0714489219365537,0.0489057535158553
"5733",1968,12,1987,12,21178,20,0.107492754284691,0.0680185174447454,0.0423551729072103
"5734",1969,12,1988,12,21178,20,0.0976025687373028,0.0631253241354777,0.0368002738146492
"5735",1970,12,1989,12,21178,20,0.147846734392308,0.0939234244868471,0.0595129720409357
"5736",1971,12,1990,12,21178,20,0.091554342327355,0.0437200207716594,0.0500212517199148
"5737",1972,12,1991,12,21178,20,0.123657705321888,0.081931427591814,0.0454500665681451
"5738",1973,12,1992,12,21178,20,0.163840623263556,0.123707566419826,0.0457987029281572
"5739",1974,12,1993,12,21178,20,0.167955969212364,0.120289755693987,0.0541839927713706
"5740",1975,12,1994,12,21178,20,0.195217093723592,0.145942869761054,0.0576942949340547
"5741",1976,12,1995,12,21178,20,0.17979493585762,0.142713559706801,0.0432543598124993
"5742",1977,12,1996,12,21178,20,0.168161241900504,0.125322712655308,0.0489763823355284
"5743",1978,12,1997,12,21178,20,0.177112434796015,0.144241386280428,0.0384115894232271
"5744",1979,12,1998,12,21178,20,0.161804275795805,0.159809923385639,0.00237369193671238
"5745",1980,12,1999,12,21178,20,0.227481892933258,0.227364074297053,0.000152489202592196
"5746",1981,12,2000,12,21178,20,0.191663277156766,0.174725225743604,0.0205241356473353
"5747",1982,12,2001,12,21178,20,0.132736004871478,0.107992376213479,0.0277392569280561
"5748",1983,12,2002,12,21178,20,0.168478641427554,0.129021291734853,0.0453023125804001
"5749",1984,12,2003,12,21178,20,0.180632640601356,0.13708002210919,0.0504712135633008
"5750",1985,12,2004,12,21178,20,0.17542254373233,0.124608213730445,0.0580475288880978
"5751",1986,12,2005,12,21178,20,0.184851701928586,0.127992640439267,0.0652047954250765
"5752",1987,12,2006,12,21178,20,0.193197087567612,0.137575782014867,0.0644941368676916
"5753",1988,12,2007,12,21178,20,0.173425654181974,0.13149419396801,0.048279999883409
"5754",1989,12,2008,12,21178,20,0.19961695777171,0.11932049047433,0.0911755825233484
"5755",1990,12,2009,12,21178,20,0.157245105663067,0.0617887383872346,0.101742934860689
"5756",1991,12,2010,12,21178,20,0.166915202345033,0.0664939756577809,0.107574267405518
"5757",1992,12,2011,12,21178,20,0.164922072255434,0.0634114610475608,0.108383358311656
"5758",1993,12,2012,12,21178,20,0.146531735728155,0.0673056853721207,0.0849432114182487
"5759",1994,12,2013,12,21178,20,0.401648756209896,0.0684476052875803,0.357683746844082
"5760",1995,12,2014,12,21178,20,0.379011862091978,0.0634886698745497,0.336913374208897
"5761",1996,12,2015,12,21178,20,0.348358150888266,0.0603842658876092,0.306480484038182
"5762",1997,12,2016,12,21178,20,0.351149887101397,0.0643572174907404,0.306519405666252
"5763",1963,10,1982,10,21186,20,0.290986613203791,0.000934100161551119,0.290323704461479
"5764",1964,10,1983,10,21186,20,0.325764627889554,0.00254458796814217,0.324044599911488
"5765",1965,10,1984,10,21186,20,0.292347024778777,0.00558445646483926,0.288372974636431
"5766",1966,10,1985,10,21186,20,0.290117054853208,0.00239627854676394,0.288411891534761
"5767",1967,10,1986,10,21186,20,0.256494617025029,0.00135331209549245,0.255487058656258
"5768",1968,10,1987,10,21186,20,0.225728851839154,0.000900931695092449,0.225030657395677
"5769",1969,10,1988,10,21186,20,0.254950964624889,0.00469591308623821,0.251435772071068
"5770",1970,10,1989,10,21186,20,0.233921565756336,0.00401605560017919,0.23083254649722
"5771",1971,10,1990,10,21186,20,0.228903667240905,0.00182724058673396,0.227492109469756
"5772",1972,10,1991,10,21186,20,0.191698673175189,0.000452647529231826,0.191332631889044
"5773",1973,10,1992,10,21186,20,0.40285090278421,0.0000278279702760901,0.40283428487444
"5774",1974,10,1993,10,21186,20,0.39016135671417,0.183695067484339,0.252927896188928
"5775",1975,10,1994,10,21186,20,0.134327139564165,0.0526508106160863,0.0862156529644519
"5776",1976,10,1995,10,21186,20,0.0391961261745919,0.00201331335856445,0.0372578244917879
"5777",1977,10,1996,10,21186,20,0.0453387120925881,0.00566572941142536,0.0398990398446985
"5778",1978,10,1997,10,21186,20,0.0343999122940379,0.00253508352284302,0.0319458140780881
"5779",1979,10,1998,10,21186,20,0.0278729814548798,0.00578765612131696,0.0222138916998377
"5780",1980,10,1999,10,21186,20,0.0495540875793715,0.00635651825762713,0.0434739120373402
"5781",1981,10,2000,10,21186,20,0.0533658466808466,0.00150976516092409,0.0519344904041851
"5782",1982,10,2001,10,21186,20,0.0196559187583797,0.0000517415309817447,0.0196051916300281
"5783",1962,12,1981,12,21207,20,0.198927488687301,0.19840495244991,0.000651870591002325
"5784",1963,12,1982,12,21207,20,0.0496875780930545,0.0384956235703159,0.0116400453259477
"5785",1964,12,1983,12,21207,20,0.0440860355356618,0.0318235732102051,0.0126655245739825
"5786",1965,12,1984,12,21207,20,0.0449465655604296,0.0337654749341774,0.0115718185763343
"5787",1966,12,1985,12,21207,20,0.0426172749420362,0.0212491568396178,0.0218320303392239
"5788",1967,12,1986,12,21207,20,0.142445397300187,0.120256323025232,0.025222203757415
"5789",1968,12,1987,12,21207,20,0.132282200172405,0.100492208963079,0.035341540702699
"5790",1969,12,1988,12,21207,20,0.135676036040686,0.0998091266091169,0.0398436714832082
"5791",1970,12,1989,12,21207,20,0.13418558534289,0.0996092251396878,0.0384015042896971
"5792",1971,12,1990,12,21207,20,0.131070937357691,0.0939357343393513,0.0409851755838339
"5793",1972,12,1991,12,21207,20,0.127579265140454,0.0940775037015378,0.0369808251542507
"5794",1973,12,1992,12,21207,20,0.156006881438558,0.0968511126127548,0.0654994648744316
"5795",1974,12,1993,12,21207,20,0.136498046833589,0.0933429839862183,0.0475980024255554
"5796",1975,12,1994,12,21207,20,0.138843823668062,0.107998210714627,0.0345802142147571
"5797",1976,12,1995,12,21207,20,0.142339345945997,0.106820946067116,0.0397662705170765
"5798",1977,12,1996,12,21207,20,0.00840322759246819,0.00384427127668627,0.00457654981478121
"5799",1978,12,1997,12,21207,20,0.0501956015159393,0.026298252543454,0.0245427812314282
"5800",1979,12,1998,12,21207,20,0.0167421361469149,0.00954757952103063,0.00726390937830717
"5801",1980,12,1999,12,21207,20,0.0169133726122938,0.00889016337772662,0.0080951766778044
"5802",1981,12,2000,12,21207,20,0.02378175134898,0.00365392303541286,0.0202016435643401
"5803",1982,12,2001,12,21207,20,0.0340644186410356,0.0252945776535161,0.00899742710613749
"5804",1983,12,2002,12,21207,20,0.0235413667606164,0.0119454666446152,0.0117360932261725
"5805",1984,12,2003,12,21207,20,0.0196278303339231,0.0113864866751357,0.0083362644225552
"5806",1985,12,2004,12,21207,20,0.0212279644292566,0.0142215899423138,0.00710745378013787
"5807",1986,12,2005,12,21207,20,0.0210446984567463,0.0154041666962885,0.00572877882443556
"5808",1987,12,2006,12,21207,20,0.044213960207195,0.0319317009411853,0.0126873891831298
"5809",1988,12,2007,12,21207,20,0.044493537978834,0.0363320095307963,0.00846923269088138
"5810",1989,12,2008,12,21207,20,0.0425396406904184,0.0337543066021514,0.00909223621724302
"5811",1990,12,2009,12,21207,20,0.0387759854746047,0.0304247049418281,0.00861333882509408
"5812",1991,12,2010,12,21207,20,0.0447876662551865,0.040009005777207,0.00497781802822879
"5813",1992,12,2011,12,21207,20,0.0409139919613168,0.0355503440576908,0.00556135602369563
"5814",1993,12,2012,12,21207,20,0.0404282310421132,0.028969121737904,0.0118009731314808
"5815",1994,12,2013,12,21207,20,0.00595204975151257,0.00476642662426237,0.00119130137785513
"5816",1995,12,2014,12,21207,20,0.00658963761332998,0.00577070356657838,0.000823687302003006
"5817",1996,12,2015,12,21207,20,0.0320804742386835,0.00418985285578212,0.0280079706587506
"5818",1989,9,2008,9,21231,20,0.111142575351596,0.103786353576507,0.00820811176491907
"5819",1990,9,2009,9,21231,20,0.126064403479471,0.119451878217535,0.00750955580775095
"5820",1991,9,2010,9,21231,20,0.136881020446895,0.119792475725781,0.0194142224985004
"5821",1992,9,2011,9,21231,20,0.153086806282047,0.13846059936111,0.0169768288137373
"5822",1993,9,2012,9,21231,20,0.118012081083273,0.117741964310688,0.000306165273262771
"5823",1994,9,2013,9,21231,20,0.101919759495995,0.101862633125835,0.0000636053818347494
"5824",1995,9,2014,9,21231,20,0.174814645500619,0.156537191016077,0.021669544039007
"5825",1996,9,2015,9,21231,20,0.209003242510368,0.197487213341822,0.0143499634647579
"5826",1997,9,2016,9,21231,20,0.214448453512571,0.20295716906588,0.0144173989159694
"5827",1960,12,1979,12,21258,20,0.215364246212062,0.211177836918475,0.00530716489662602
"5828",1961,12,1980,12,21258,20,0.165321356184454,0.117103126260496,0.0546136602791792
"5829",1962,12,1981,12,21258,20,0.182370350618689,0.110774423142028,0.0805149214551848
"5830",1963,12,1982,12,21258,20,0.15426641998017,0.108330953830083,0.0515162731591932
"5831",1964,12,1983,12,21258,20,0.119566380406164,0.0569857410915475,0.0663623468292555
"5832",1965,12,1984,12,21258,20,0.237856793335721,0.00223365162018868,0.236150619930349
"5833",1966,12,1985,12,21258,20,0.275267154219811,0.0298723567096406,0.252951041244295
"5834",1967,12,1986,12,21258,20,0.239672850243765,0.0354526328722494,0.211726478482489
"5835",1968,12,1987,12,21258,20,0.293617640730373,0.0388163971935616,0.265091125975151
"5836",1969,12,1988,12,21258,20,0.300200076292907,0.0523369333164156,0.261551971043787
"5837",1960,12,1979,12,21274,20,0.107750199574302,0.107499992595182,0.000280343951869876
"5838",1961,12,1980,12,21274,20,0.100005947465798,0.0998554630232048,0.000167178087975761
"5839",1962,12,1981,12,21274,20,0.116464108063732,0.111427891582164,0.00566776340812216
"5840",1963,12,1982,12,21274,20,0.222051692677463,0.22103645102163,0.00130332370130079
"5841",1964,12,1983,12,21274,20,0.222854300797431,0.222580057174148,0.000352761240322378
"5842",1965,12,1984,12,21274,20,0.219215890442086,0.216119374799732,0.00395023877718995
"5843",1966,12,1985,12,21274,20,0.197396962048192,0.187187055537852,0.0125612006795682
"5844",1967,12,1986,12,21274,20,0.197825034169078,0.187420779993474,0.0128039874998535
"5845",1968,12,1987,12,21274,20,0.20854698010462,0.195006758545088,0.0168202922238951
"5846",1969,12,1988,12,21274,20,0.164134743126931,0.145704525124017,0.0215735872949457
"5847",1970,12,1989,12,21274,20,0.222936161960018,0.18914710074583,0.0416710123935758
"5848",1971,12,1990,12,21274,20,0.215763980875977,0.2066051815788,0.0115438103256121
"5849",1972,12,1991,12,21274,20,0.167468197971192,0.147485235093291,0.0234400196929
"5850",1973,12,1992,12,21274,20,0.087496074711023,0.0848321642192954,0.0029108436590269
"5851",1968,6,1987,6,21290,20,0.263810051335255,0.154491481665959,0.129293280077998
"5852",1969,6,1988,6,21290,20,0.294829345017528,0.154106798693152,0.166359708420601
"5853",1970,6,1989,6,21290,20,0.250269633929027,0.0547542328841165,0.206840810979206
"5854",1971,6,1990,6,21290,20,0.219319365212954,0.0514563385678064,0.176969214460506
"5855",1972,6,1991,6,21290,20,0.246052729620407,0.0497689605115658,0.206564257482594
"5856",1973,6,1992,6,21290,20,0.253518685313658,0.0409519236675091,0.221643488884341
"5857",1974,6,1993,6,21290,20,0.229926783532176,0.0271348254499433,0.208448162589459
"5858",1975,6,1994,6,21290,20,0.197291496746432,0.0377206383145311,0.165825917904346
"5859",1976,6,1995,6,21290,20,0.163343915380951,0.0271398689035964,0.140003729337591
"5860",1977,6,1996,6,21290,20,0.147240915531506,0.00799560955287778,0.140367630747952
"5861",1978,6,1997,6,21290,20,0.23315026406538,0.0022636086256058,0.23141047819427
"5862",1960,12,1979,12,21303,20,0.470244679198228,0.357775797253953,0.175124016602577
"5863",1961,12,1980,12,21303,20,0.466420025191167,0.34534667613706,0.184942693546081
"5864",1962,12,1981,12,21303,20,0.457719365735352,0.352803671187596,0.1621079877574
"5865",1963,12,1982,12,21303,20,0.367849350138762,0.300302450753196,0.0965372816558771
"5866",1960,12,1979,12,21338,20,0.212407883638565,0.107233109539522,0.117807655304953
"5867",1961,12,1980,12,21338,20,0.125288972655118,0.0652839557917747,0.0641959846898445
"5868",1962,12,1981,12,21338,20,0.124941738318906,0.0490243017970424,0.0798311004848216
"5869",1963,12,1982,12,21338,20,0.0779162898216603,0.0195152009732521,0.0595634821736946
"5870",1964,12,1983,12,21338,20,0.0901619758520127,0.0182198973193183,0.0732771812509355
"5871",1965,12,1984,12,21338,20,0.084295514600024,0.0194913889117807,0.0660923575330159
"5872",1966,12,1985,12,21338,20,0.0520174852911388,0.00863850886044545,0.0437569714159766
"5873",1967,12,1986,12,21338,20,0.0502787182448879,0.00982682095080992,0.0408533559078239
"5874",1968,12,1987,12,21338,20,0.0509493711858879,0.00819040916177963,0.0431120674967167
"5875",1969,12,1988,12,21338,20,0.0273037638587572,0.00597939266291907,0.0214526449838548
"5876",1970,12,1989,12,21338,20,0.0535521567319895,0.01684168057437,0.0373393332816083
"5877",1971,12,1990,12,21338,20,0.0683821829569325,0.0302190033537534,0.039352368973157
"5878",1972,12,1991,12,21338,20,0.0691789895583277,0.0301666788153631,0.0402257892060377
"5879",1973,12,1992,12,21338,20,0.0819896291792954,0.034609467087419,0.0490787515275612
"5880",1974,12,1993,12,21338,20,0.135764294314176,0.0811424235084871,0.0594454159199001
"5881",1975,12,1994,12,21338,20,0.0733852356637521,0.0203301153184429,0.0541561205206944
"5882",1976,12,1995,12,21338,20,0.143717073830665,0.0193465712131027,0.126824114377914
"5883",1977,12,1996,12,21338,20,0.128255936348756,0.000000000604775351500589,0.128255935821547
"5884",1978,12,1997,12,21338,20,0.337149693798129,0.180919277652412,0.190738729264608
"5885",1979,12,1998,12,21338,20,0.319816925746188,0.0579696208856688,0.277960573953783
"5886",1980,12,1999,12,21338,20,0.251263113699714,0.0519660964141287,0.210221402981221
"5887",1981,12,2000,12,21338,20,0.309151179931627,0.0618286952608427,0.263621881655768
"5888",1994,6,2013,6,21371,20,0.298612531695693,0.049186454306064,0.262329116491067
"5889",1995,6,2014,6,21371,20,0.334245998951369,0.000476368414847566,0.333928703623738
"5890",1996,6,2015,6,21371,20,0.320252435408704,0.0016222578326637,0.319147917785446
"5891",1997,6,2016,6,21371,20,0.359325978538027,0.0315882372017126,0.3384280880576
"5892",1966,12,1985,12,21397,20,0.154370188034258,0.0234106658020471,0.134098865967817
"5893",1967,12,1986,12,21397,20,0.248023273019169,0.0548806862114389,0.204357887930052
"5894",1968,12,1987,12,21397,20,0.269809487407698,0.0657163485051959,0.218448796118785
"5895",1969,12,1988,12,21397,20,0.311424352174244,0.092118000587629,0.241558211010419
"5896",1970,12,1989,12,21397,20,0.306370410659658,0.087272674554709,0.240047306568868
"5897",1971,12,1990,12,21397,20,0.273389740908047,0.0552178151842077,0.230922988631901
"5898",1972,12,1991,12,21397,20,0.283745197583362,0.0475419220685747,0.2479933563352
"5899",1973,12,1992,12,21397,20,0.356477200250408,0.0461548606735002,0.325338282686038
"5900",1974,12,1993,12,21397,20,0.154069260411623,0.0435600171825816,0.115542266335949
"5901",1975,12,1994,12,21397,20,0.190729684958803,0.0108927071576078,0.181817462172782
"5902",1976,12,1995,12,21397,20,0.158178901184073,0.0224001590098042,0.138889897973736
"5903",1977,12,1996,12,21397,20,0.153328002901029,0.0221601096870981,0.134140460532816
"5904",1978,12,1997,12,21397,20,0.171364691990464,0.0141007057508002,0.159513235435904
"5905",1979,12,1998,12,21397,20,0.174707782320122,0.00834102863084006,0.167766095495091
"5906",1960,12,1979,12,21450,20,0.324412366191234,0.132660621213464,0.221080409431016
"5907",1961,12,1980,12,21450,20,0.29786660264147,0.127936236872186,0.194860023950311
"5908",1962,12,1981,12,21450,20,0.197962678153881,0.13487246367317,0.072925911881825
"5909",1963,12,1982,12,21450,20,0.191940271772742,0.10522483450739,0.0969131024301637
"5910",1964,12,1983,12,21450,20,0.193088157839762,0.0996147622072848,0.103814891347648
"5911",1965,12,1984,12,21450,20,0.189985247525135,0.099928449228761,0.10005515474765
"5912",1966,12,1985,12,21450,20,0.149771140213592,0.110167948241796,0.044506367121239
"5913",1963,12,1982,12,21485,20,0.0689071187799485,0.0607720216237886,0.00866147234053252
"5914",1964,12,1983,12,21485,20,0.103889504610699,0.0919738594634967,0.0131225794228372
"5915",1965,12,1984,12,21485,20,0.125259732651689,0.117510010863732,0.00878165405087692
"5916",1966,12,1985,12,21485,20,0.214115527610456,0.20073491652883,0.016741143030438
"5917",1967,12,1986,12,21485,20,0.203638362045211,0.188754459809772,0.018346975728149
"5918",1968,12,1987,12,21485,20,0.217147852311018,0.203718443445053,0.0168651512212167
"5919",1963,12,1982,12,21514,20,0.0339991973879896,0.0335669379387217,0.000447273035491969
"5920",1964,12,1983,12,21514,20,0.0970597752538939,0.0686464790169115,0.0305075308106323
"5921",1965,12,1984,12,21514,20,0.0722063158764399,0.0704169139937584,0.00192495099106118
"5922",1966,12,1985,12,21514,20,0.020411448861003,0.0156088317953013,0.00487876894960424
"5923",1967,12,1986,12,21514,20,0.0227552444011989,0.0013394807375877,0.0214444881424054
"5924",1968,12,1987,12,21514,20,0.0467681253840132,0.0305354923059884,0.0167439168212934
"5925",1969,12,1988,12,21514,20,0.048574426258161,0.0315958153585812,0.0175325666378308
"5926",1970,12,1989,12,21514,20,0.0252491892238886,0.0185210720991581,0.00685508056614154
"5927",1971,12,1990,12,21514,20,0.0206936253505247,0.0153338828845874,0.00544320797961314
"5928",1972,12,1991,12,21514,20,0.0181029875205399,0.00382882487670419,0.0143290259749475
"5929",1973,12,1992,12,21514,20,0.0257158608731662,0.00861711326319735,0.0172473701520614
"5930",1974,12,1993,12,21514,20,0.0271550538386937,0.0111071116698213,0.016228190492876
"5931",1975,12,1994,12,21514,20,0.0314290856596637,0.0129388992180525,0.018732565215024
"5932",1976,12,1995,12,21514,20,0.0433329921823534,0.0162332660947292,0.027546902282461
"5933",1977,12,1996,12,21514,20,0.0299922044853008,0.0018451314739762,0.0281991040657743
"5934",1978,12,1997,12,21514,20,0.0319447577781227,0.00128014686516315,0.0307039164353325
"5935",1960,12,1979,12,21522,20,0.243151414310979,0.0000206536943970122,0.243135782268726
"5936",1961,12,1980,12,21522,20,0.196204321612568,0.00545410837148895,0.191796290997429
"5937",1962,12,1981,12,21522,20,0.195889584667946,0.00185946428405471,0.194391584592562
"5938",1963,12,1982,12,21522,20,0.19592436122087,0.0308465507936381,0.170331964006746
"5939",1964,12,1983,12,21522,20,0.236923465552905,0.00955535983223593,0.22956164988904
"5940",1965,12,1984,12,21522,20,0.242769800695889,0.000429654352987492,0.242444313597596
"5941",1960,9,1979,9,21557,20,0.192262970116282,0.158696584828983,0.0398980732539586
"5942",1961,9,1980,9,21557,20,0.157355069637969,0.124362979733342,0.0376778152830718
"5943",1962,9,1981,9,21557,20,0.147870087939375,0.124847199569491,0.0263072784073354
"5944",1963,9,1982,9,21557,20,0.142172687969188,0.0932166655413279,0.053988665833924
"5945",1964,9,1983,9,21557,20,0.18298483544218,0.104653854809903,0.0874868128411335
"5946",1965,9,1984,9,21557,20,0.121078731995437,0.049752353971038,0.0750608310606911
"5947",1966,9,1985,9,21557,20,0.0984835638746117,0.0110653612488184,0.0883963400616489
"5948",1960,12,1979,12,21573,20,0.113234433634193,0.00638172034953262,0.107538997090762
"5949",1961,12,1980,12,21573,20,0.0171297225454802,0.0000250096748329268,0.0171051406646532
"5950",1962,12,1981,12,21573,20,0.0663638113041952,0.0269433199130252,0.040512019698222
"5951",1963,12,1982,12,21573,20,0.0513884890043216,0.000662116065521138,0.0507599819383274
"5952",1964,12,1983,12,21573,20,0.0241248057398767,0.000706311348010868,0.023435046831384
"5953",1965,12,1984,12,21573,20,0.0289344828986533,0.000908536886851189,0.0280514317722962
"5954",1966,12,1985,12,21573,20,0.0619772171516715,0.00676808819360416,0.055585335410396
"5955",1967,12,1986,12,21573,20,0.160460825711084,0.0757997758262619,0.0916046627888584
"5956",1968,12,1987,12,21573,20,0.105105242958703,0.0485204248885891,0.0594703444511542
"5957",1969,12,1988,12,21573,20,0.118445553023992,0.0552743749880058,0.0668672219356646
"5958",1970,12,1989,12,21573,20,0.104294683437341,0.0556746746314387,0.0514865031147252
"5959",1971,12,1990,12,21573,20,0.0875276532486656,0.0491510876732172,0.0403603191610523
"5960",1972,12,1991,12,21573,20,0.0690459599050245,0.0375714688235959,0.0327031982758828
"5961",1973,12,1992,12,21573,20,0.0782271275260691,0.0439449935900034,0.0358579095409957
"5962",1974,12,1993,12,21573,20,0.0673916791613805,0.0399800995074815,0.0285531369087621
"5963",1975,12,1994,12,21573,20,0.0867658827829158,0.0641580695889841,0.024157726277559
"5964",1976,12,1995,12,21573,20,0.125926990532495,0.0879345510416974,0.0416553872687428
"5965",1977,12,1996,12,21573,20,0.114852431605089,0.0842598840214435,0.0334074559472092
"5966",1978,12,1997,12,21573,20,0.0969465067827764,0.0674775371172324,0.0316013510006447
"5967",1979,12,1998,12,21573,20,0.103818049653184,0.0714768676813332,0.0348307767961466
"5968",1980,12,1999,12,21573,20,0.0701855050593163,0.0511231081876198,0.0200894310275454
"5969",1981,12,2000,12,21573,20,0.1375118432341,0.0610912981155445,0.0813929458371977
"5970",1982,12,2001,12,21573,20,0.0521154772442796,0.0141831224005364,0.0384780943658737
"5971",1983,12,2002,12,21573,20,0.139899200109016,0.0490325729541011,0.0955517766125644
"5972",1984,12,2003,12,21573,20,0.13322073856559,0.0307501113942483,0.105721577454854
"5973",1985,12,2004,12,21573,20,0.148661217142907,0.0592461924311534,0.0950461470284402
"5974",1986,12,2005,12,21573,20,0.124808049383491,0.102774689409789,0.0245572207043604
"5975",1987,12,2006,12,21573,20,0.129431663787517,0.12414156745737,0.00603989883934724
"5976",1988,12,2007,12,21573,20,0.129262848007135,0.0504984161825876,0.0829534496486885
"5977",1989,12,2008,12,21573,20,0.0933915635469416,0.0262778372464021,0.0689249242419911
"5978",1990,12,2009,12,21573,20,0.144145486543484,0.0336222508700694,0.114368564231661
"5979",1991,12,2010,12,21573,20,0.193731825513873,0.0102956723523302,0.185344398359391
"5980",1992,12,2011,12,21573,20,0.206501701157489,0.000642313090664016,0.20599169923181
